Protein_ID,Molecule_ID,Ki
6,37,7.056567217813145
6,36,7.078285864026823
6,38,6.848899010075071
6,39,7.063602959933944
6,228,10.084196972351888
6,229,9.973802316616293
6,226,9.952052502863898
6,227,9.885377562881981
6,230,9.781009117794564
6,232,9.803746626591403
6,233,9.969538554573427
6,231,10.096625808976306
6,561,7.6277597654954095
6,563,7.7264603362478015
6,562,7.318559136272008
6,568,7.7122719581692145
6,564,7.631080046359272
6,569,7.461568043786124
6,565,7.255899817716947
6,560,7.737100393102801
6,567,8.03657433384115
6,566,7.37589010835619
6,730,7.6609151086622305
6,731,7.748414956881642
6,733,7.178180529046572
6,735,7.335857875391392
6,732,7.645503589570593
6,738,7.628533752732445
6,736,7.584839477459707
6,741,7.72183869461678
6,744,7.426732684931149
6,746,7.5358249374981074
6,737,7.641487433819092
6,747,7.5938658025756
6,745,7.209505322690015
6,739,7.471255221813031
6,743,7.364630602899286
6,742,7.536776133320247
6,740,7.664464596885
6,768,7.190222693541299
6,767,7.0810361131176025
6,769,7.323106032227759
6,766,7.389048826069539
6,1507,9.129645801020823
6,1508,8.887210408047617
6,1502,8.224765460275398
6,1509,8.978304915013174
6,1510,8.84762409726949
6,1503,8.84252813865357
6,1505,8.604146392541189
6,1506,9.09235908868439
6,1504,9.345341805783445
6,1621,8.022015391206795
6,1618,8.136969839891618
6,1622,8.301464388944972
6,1620,8.178498786986593
6,1615,9.1080355713378
6,1616,9.167877735123877
6,1623,8.13216305938841
6,1614,8.296560347402934
6,1613,8.235427490137324
6,1617,9.284085439909466
6,1627,8.126314979294214
6,1619,9.015048984156731
6,1626,8.179667528840017
6,1625,9.07169851867707
6,1624,8.232945198720204
6,2261,7.6054964916030405
6,2262,7.094862648206005
6,2263,7.868094986336292
6,2264,7.305867683034128
6,2265,7.4243746659531675
6,2266,7.361032302963734
6,2267,7.522107182869228
6,2268,7.818595826142247
6,2269,7.426755900622383
6,2418,9.667457572835264
6,2419,9.688822221163251
6,2420,9.296837801551469
6,2421,9.491772363075608
6,2422,9.42293609491267
6,2423,9.642183774468181
6,2424,9.780778204316094
6,2425,9.689531625077112
6,2548,6.884995421711898
6,2544,7.101737828409136
6,2545,6.526002964154538
6,2550,6.950038475520814
6,2547,6.811822051169907
6,2546,7.5840312604663405
6,2549,6.693437251138317
6,2551,6.71685728073152
6,2543,6.626365397702166
6,2628,8.662282341041376
6,2630,8.964970433386013
6,2629,8.693413035257235
6,2631,8.73913386190734
6,3020,8.755009660498347
6,3019,7.338055431634279
6,3017,8.663617336731372
6,3015,8.795306788123387
6,3022,9.036778018994003
6,3021,8.143002802292193
6,3018,8.16640563044947
6,3016,8.824308022346958
6,3024,7.26793569032338
6,3028,7.741915494648308
6,3027,7.592342717858407
6,3025,6.900294927804829
6,3026,7.178953853598427
6,3297,7.673681721643539
6,3298,7.8677676241448715
6,3517,9.401445833119757
6,3972,7.950069892864099
6,3974,7.586178739630309
6,3973,7.7246142321178715
6,3975,7.67013842041199
6,3976,7.263899386344351
6,3977,7.649165956911972
6,3978,8.124251252178482
6,3979,8.078736478116502
6,3980,7.702456273110766
6,3981,7.885830711258609
6,3982,7.590099565144109
6,3983,7.708140018772365
6,3993,8.087762965287196
6,3994,9.329218983508676
6,3995,7.89504107898579
6,3996,8.174141476550009
6,3997,7.846978585220792
6,3998,7.749197111356325
6,3999,8.048347082803698
6,4000,7.904469603498738
6,4001,7.829921808551315
6,4002,7.751967275092394
6,4003,8.036250503823418
6,4004,7.982721538966035
6,4005,8.102980329807941
6,4006,8.018244389663742
6,4007,7.570674860885987
6,4008,8.107662120125044
6,4009,7.924648924531207
6,4010,7.742920310636384
6,4011,7.9685602590094655
6,4012,7.737576167085716
6,4491,8.424189401024423
6,4546,7.516251408072791
6,4544,7.375528286367532
6,4547,7.4826070386305235
6,4545,7.810372923638083
6,4552,7.496017318628491
6,4553,7.541622922060188
6,4554,7.42392493439922
6,4550,7.674634445358283
6,4549,7.334787640576599
6,4548,7.307017128993853
6,4551,7.380554481437443
6,5296,7.671554201102529
6,5297,7.65263432427222
6,5525,8.814660145128254
6,5524,9.215256540599853
6,5529,9.151884515022841
6,5534,9.00089151499584
6,5531,9.144637336911686
6,5535,9.214828440694866
6,5536,9.503499119104404
6,5528,9.243110479276789
6,5530,9.238942384275568
6,5537,9.54372493093692
6,5526,9.372938758121123
6,5538,9.71038747528679
6,5527,9.3093322016193
6,5533,9.62428045187436
6,5532,8.932745610161541
6,5785,9.212535261234654
6,5788,9.320375748566219
6,5787,8.967567903173313
6,6459,8.064727179368269
6,6460,8.180567625134026
6,6465,7.7038207251230215
6,6467,7.509204396541964
6,6461,7.408835124176211
6,6470,7.60613753865223
6,6463,7.596200828536525
6,6469,7.518235941618155
6,6464,7.761478763791282
6,7608,6.641462715922679
6,7606,6.830726814799459
6,7610,6.3113495080401
6,7607,7.196324778797731
6,7609,6.735776982041873
6,9680,7.412004900296348
6,9682,8.103494532978104
6,9683,8.186097214940883
6,9684,8.042772035838016
6,9681,8.099031070967625
6,11325,7.584332675170233
6,11328,7.673825189357679
6,11327,7.296389986832701
6,11551,7.853452630007148
6,11552,7.269144121905432
6,11553,7.1847533442616776
6,11554,7.064500262149565
6,11555,6.649624197407768
6,12918,8.506764353781875
6,12920,8.336142347918221
6,12919,8.13060330190407
6,12916,8.495285420950806
6,12917,8.253394835648258
6,12914,8.169700742778756
6,12915,8.123241970928671
6,14388,7.612875626350902
6,14389,7.5791973683816884
6,14385,7.640177554271055
6,14390,7.361922629086897
6,14387,7.468800762258418
6,14386,7.588204779971361
6,16694,8.231371466263377
6,16695,8.57386789721315
6,17362,8.342982606011116
6,17369,8.067890062100469
6,17370,8.087600174244107
6,17372,8.134838298794431
6,17373,8.136554431044301
6,17374,7.8964962689879075
6,17375,8.07484262959495
6,17378,8.112451315466709
6,17377,8.449908853886408
6,17379,8.164446749698998
6,17381,8.050744075026559
6,17382,8.64489178236489
6,17380,8.10192793144486
6,17383,8.1282659245835
6,17385,8.393296796601822
6,17371,8.12640457153323
6,17367,8.305646969774607
6,17368,8.31812274588557
6,17376,8.292410213596007
6,17366,8.362619721141606
6,17361,8.306758465499064
6,17365,8.286387349681222
6,17364,8.205863898812712
6,17363,8.444354173921415
6,17941,8.64950119314767
6,17942,9.059459609743776
6,17943,8.61108390740221
6,18234,8.312119102497103
6,18236,8.338490866079729
6,18238,8.999175473125076
6,18239,8.585076912585077
6,18237,8.419983146658998
6,18235,8.991539277954217
6,18240,8.347288212297153
6,18241,8.175735329776446
6,18233,8.348259602243592
6,19919,8.38740459279312
6,19921,7.312100025118923
6,19932,7.827224421231181
6,19934,7.541111751725485
6,19935,7.853511833966573
6,19936,7.509644465111144
6,19931,7.334850298613827
6,19937,8.107498618934603
6,19922,8.701523454561444
6,19939,8.443052731350836
6,19928,8.096357949518255
6,19929,7.232284596967919
6,19941,8.14573985066611
6,19942,8.530261383848018
6,19918,7.750416514348862
6,19943,7.476450929989871
6,19944,7.84275424418389
6,19945,7.676635757158825
6,19946,8.259518958551723
6,19923,7.410547064193458
6,19925,8.37413576006378
6,19924,7.4868708733915765
6,19926,7.673799428216156
6,19917,7.991345469329537
6,19920,7.761605879674055
6,19927,7.929324034230021
6,19930,8.022642942305298
6,19947,8.244857959402484
6,19948,7.890372338050736
6,19940,8.41854620716132
6,19949,8.492838330980984
6,19933,8.13278952211867
6,19938,7.416138713258622
6,22670,7.246847144355247
6,22977,8.766049808676476
6,22978,8.441377065774285
6,22979,8.237807323964251
6,22980,8.329029434514077
6,22981,8.497470918338179
6,22982,8.174712200344631
6,22983,8.391789890587887
6,22984,8.054153879119921
6,25349,8.28505405833621
6,25350,9.321493228683503
6,25351,7.599925841370531
6,30036,8.4822019807496
6,30037,8.292423883257348
6,30035,9.596742431319102
6,31028,7.731513548718863
6,31029,7.900614284502562
6,31042,8.450313326431932
6,31038,7.684915196348627
6,31036,7.892958861859291
6,31044,7.800945395299271
6,31020,8.343614293505867
6,31026,8.290027757589066
6,31041,7.48602295832933
6,31040,7.747239200213257
6,31039,8.521165758370135
6,31021,7.638716545020783
6,31833,7.631151887498381
6,31834,7.258082868260746
6,31831,7.770121365897275
6,31832,7.336083031381025
6,32832,8.256807931432634
6,32827,8.660964309016222
6,32835,8.756001594582637
6,32837,8.356479728473554
6,32838,8.60785826315725
6,32830,8.591241185394228
6,32834,8.690073306473039
6,32839,8.445147236165745
6,32840,8.794431254890402
6,38512,8.25780609251936
6,38513,9.137508853512461
6,38514,8.196089870532667
6,38515,7.825295020014619
6,38516,8.385949638227071
6,42837,7.962760221523001
6,42838,7.910137644802404
6,42841,8.24980845738506
6,42839,7.978586798509345
6,42843,8.412292548571765
6,42842,8.597396860537826
6,42840,8.010202802382755
6,44004,8.487543577857647
6,44560,8.370285006712052
6,44562,8.144403146990303
6,44557,7.772179736706297
6,44563,8.183797195835329
6,44561,7.890212213598383
6,44559,7.413312373444698
6,44555,7.735822256227578
6,44564,7.0042671563946595
6,44556,7.633127686965317
6,42976,6.3814237000957865
6,47067,7.183098259178709
6,47110,8.907909928412773
6,47111,9.059272157694346
6,47112,8.914211764924291
