Protein_ID,Molecule_ID,Ki
6,37,7.858762911599055
6,36,7.807925779776892
6,38,7.595956852586857
6,39,7.046119135378321
6,228,9.941475185919007
6,229,9.688741064539583
6,226,9.843388354655625
6,227,10.363682340918846
6,230,10.305276964168574
6,232,9.899483627269799
6,233,10.000208454612661
6,231,9.872386005126993
6,561,8.076425999619063
6,563,7.9640478044025285
6,562,7.581670475897964
6,568,8.030137480562926
6,564,7.845053058922332
6,569,7.287264554062074
6,565,7.815788863382549
6,560,7.879924900013007
6,567,8.028085360491822
6,566,7.650181938525364
6,730,7.793634512247368
6,731,7.92028684125122
6,733,7.013176155912246
6,735,7.666922233030205
6,732,7.966250996363189
6,738,7.839531748447717
6,736,7.722478119278686
6,741,7.7916291237115
6,744,7.342069278935278
6,746,7.844660612428385
6,737,7.603217984077032
6,747,7.722173830736507
6,745,7.49990870836629
6,739,7.409182658306311
6,743,7.553804575038965
6,742,7.983986815546138
6,740,7.532193364425635
6,768,6.416564946703789
6,767,6.983744333352961
6,769,7.002341530536481
6,766,7.381987031622081
6,1507,9.430639230326076
6,1508,9.899747331594465
6,1502,8.540978050435559
6,1509,8.890614488337938
6,1510,8.567897954779003
6,1503,8.603715871896027
6,1505,8.494672431998303
6,1506,8.831198950474233
6,1504,9.538424412287423
6,1621,7.884258552821856
6,1618,8.207796707176593
6,1622,8.480001380916141
6,1620,8.115679461737805
6,1615,9.445356124603453
6,1616,8.901189623625623
6,1623,7.9917042619067615
6,1614,8.490197211646917
6,1613,7.999074552430443
6,1617,9.155487978259764
6,1627,8.190207395157909
6,1619,8.502984354101997
6,1626,8.41699078645176
6,1625,9.2804893500908
6,1624,7.960836828248977
6,2261,7.775071298402097
6,2262,7.144670604458013
6,2263,8.277974581962425
6,2264,7.313408430521321
6,2265,7.855680709215963
6,2266,7.44003984312252
6,2267,7.797154631526972
6,2268,8.090235817197874
6,2269,7.860694425080365
6,2418,9.803621113104997
6,2419,9.459753463348218
6,2420,9.34655659398021
6,2421,9.10105816593565
6,2422,9.497250261157728
6,2423,9.49433339033222
6,2424,10.498429430481108
6,2425,9.570258944295258
6,2548,6.648783341961599
6,2544,6.844340274978204
6,2545,6.421251117167909
6,2550,6.279141637625889
6,2547,6.895867890064542
6,2546,7.098974328240731
6,2549,6.0797695311561455
6,2551,6.251687344522373
6,2543,6.150990677895085
6,2628,8.425778799589661
6,2630,8.980071963489946
6,2629,8.604714896206175
6,2631,8.608079784955736
6,3020,9.175177836064563
6,3019,7.375283536486292
6,3017,8.723416606438786
6,3015,8.692702315879675
6,3022,9.144368948993126
6,3021,7.2649399691981085
6,3018,7.696426670908161
6,3016,9.494292856593438
6,3024,7.152164646932026
6,3028,8.141809369418022
6,3027,7.782449537994838
6,3025,7.918995976164914
6,3026,7.362459218972247
6,3297,7.812847605175169
6,3298,8.087403603767196
6,3517,8.865213604216603
6,3972,8.167254965583549
6,3974,7.332706273935487
6,3973,7.363026019576227
6,3975,7.876766248567223
6,3976,7.94057274032308
6,3977,7.728253004782228
6,3978,7.8823153735948
6,3979,8.620862257372712
6,3980,8.040998593453134
6,3981,7.714021222723533
6,3982,7.63383521350443
6,3983,7.30516311355738
6,3993,8.098916812113155
6,3994,9.103132234166075
6,3995,7.577736557644799
6,3996,7.922039145599978
6,3997,8.715936195354454
6,3998,7.738412924994436
6,3999,7.691217579129135
6,4000,7.653448272056846
6,4001,8.346460461891581
6,4002,7.907403994906205
6,4003,7.867745487559495
6,4004,8.054625688341378
6,4005,8.025536143693351
6,4006,8.227491060507473
6,4007,8.112870429953663
6,4008,7.846008812194572
6,4009,8.063895468658014
6,4010,8.00913797538727
6,4011,8.014468140679655
6,4012,7.870547436156897
6,4491,9.442524083269547
6,4546,7.9931476843414435
6,4544,6.959190957169529
6,4547,7.7447791346397965
6,4545,7.910493975747281
6,4552,6.627164552159759
6,4553,7.860488854915107
6,4554,6.904580677805723
6,4550,7.682161043581165
6,4549,7.39408359057199
6,4548,7.102362826066791
6,4551,7.4567661984557425
6,5296,7.275295018475476
6,5297,7.746281137983275
6,5525,8.733692045661877
6,5524,8.686283811385056
6,5529,8.522943489963058
6,5534,8.225486031452936
6,5531,9.271619303676315
6,5535,8.493712830628233
6,5536,9.228894729878267
6,5528,9.20596388767516
6,5530,8.924057907422846
6,5537,9.45388097668762
6,5526,8.695202369882216
6,5538,9.64113876689683
6,5527,8.592684063875485
6,5533,10.009560399398664
6,5532,9.416856103651194
6,5785,9.204620585226644
6,5788,9.467647250844157
6,5787,8.309729372529835
6,6459,7.924641536390088
6,6460,8.021826414297957
6,6465,7.546087854168993
6,6467,6.754642661449487
6,6461,7.0957452682204
6,6470,6.821985393175182
6,6463,7.1414102768042556
6,6469,7.442307237351801
6,6464,7.330393267572909
6,7608,5.863802672163765
6,7606,6.5892694642370815
6,7610,6.804816559116538
6,7607,6.973362990290194
6,7609,6.30416831296274
6,9680,7.657590031023901
6,9682,8.64196355812308
6,9683,8.999467565546164
6,9684,8.124770134992739
6,9681,8.923855333606024
6,11325,7.125924666460287
6,11328,6.949987214743758
6,11327,7.791359919534066
6,11551,7.455656149328254
6,11552,7.606398635805061
6,11553,7.518655805857358
6,11554,7.295982615066343
6,11555,6.633869349034449
6,12918,8.310742063646622
6,12920,7.4320300957781775
6,12919,8.300906450973686
6,12916,8.904128854185814
6,12917,8.076664602175354
6,12914,8.155608540290526
6,12915,6.927477705409082
6,14388,7.929899522467654
6,14389,7.190736372258207
6,14385,7.934921339633463
6,14390,7.301051231683657
6,14387,7.4084107429664625
6,14386,7.734601257734661
6,16694,8.238491243024663
6,16695,8.753301923925292
6,17362,8.891077763856401
6,17369,8.290647584101746
6,17370,8.469798936694772
6,17372,8.549567716560432
6,17373,8.956061639569256
6,17374,8.469763102541846
6,17375,8.120990682672169
6,17378,8.228612220963019
6,17377,7.980218586947998
6,17379,8.18787781477395
6,17381,8.265131673223882
6,17382,8.688446645152592
6,17380,8.273237234259126
6,17383,8.08394440514576
6,17385,8.444172698513746
6,17371,8.61612483548684
6,17367,8.536293508110596
6,17368,8.554470654092981
6,17376,8.562665176346098
6,17366,8.791965407727698
6,17361,8.524627159858628
6,17365,8.33895773741392
6,17364,8.736199788329516
6,17363,8.581061837988159
6,17941,8.168325441059235
6,17942,8.065367751219144
6,17943,8.520108771632888
6,18234,8.674913107786654
6,18236,7.864594611293113
6,18238,8.392475325309473
6,18239,8.79324213603776
6,18237,8.459764042775896
6,18235,8.592582551704734
6,18240,8.409318244268201
6,18241,7.447636635878702
6,18233,7.974048394261786
6,19919,9.0072104415069
6,19921,7.790109146136985
6,19932,7.509996032935193
6,19934,7.3734230909991
6,19935,8.278720645535278
6,19936,6.921283197521505
6,19931,7.421038958870556
6,19937,8.317834088118577
6,19922,9.07072589283052
6,19939,8.416670564386314
6,19928,8.431415846603569
6,19929,7.329911020876085
6,19941,8.315159664017001
6,19942,8.47040353370564
6,19918,7.647007315869224
6,19943,7.473681932653576
6,19944,7.880864800146117
6,19945,7.777415912166275
6,19946,8.268315064071576
6,19923,7.706244724629746
6,19925,7.314662760302529
6,19924,7.25319370432899
6,19926,7.492735944110357
6,19917,7.863470873363094
6,19920,7.38417813152021
6,19927,7.935577133277845
6,19930,7.4575580593317055
6,19947,7.777997973074503
6,19948,8.976092997862345
6,19940,8.04779115985988
6,19949,9.036309420460533
6,19933,8.015989399436096
6,19938,8.016877020333576
6,22670,7.9608617069438
6,22977,8.62822724632509
6,22978,7.992572161289887
6,22979,8.075364699545815
6,22980,8.403578977199631
6,22981,8.438593061348374
6,22982,8.29647403558608
6,22983,8.122397122680406
6,22984,8.174081978575868
6,25349,7.587269533016597
6,25350,10.123110028962557
6,25351,7.250101648549167
6,30036,7.610992739348073
6,30037,7.352200406753278
6,30035,7.918897992947938
6,31028,7.754837863739077
6,31029,7.817833531766542
6,31042,8.195118313189191
6,31038,7.303494104145878
6,31036,8.098508733729254
6,31044,7.934938098219725
6,31020,8.007319011999567
6,31026,7.972023938803622
6,31041,7.835693604891012
6,31040,7.385917378498944
6,31039,8.080109958440246
6,31021,7.562759272189394
6,31833,8.060087645168563
6,31834,7.451894257379613
6,31831,7.746805023877291
6,31832,7.75705855578093
6,32832,8.077358650342054
6,32827,8.65381018004415
6,32835,8.512827899081117
6,32837,8.070009138234486
6,32838,8.393882990538996
6,32830,8.151821476129575
6,32834,8.3034977066528
6,32839,7.890821764452798
6,32840,8.62478087975856
6,38512,7.776516753442172
6,38513,8.45860632516768
6,38514,7.805716988430893
6,38515,7.19012012753824
6,38516,8.289537924485845
6,42837,7.530278935721224
6,42838,8.132243218229199
6,42841,8.119261549177024
6,42839,8.140296263674408
6,42843,8.36597461215552
6,42842,7.890813579169192
6,42840,8.503609511299166
6,44004,8.71745691579266
6,44560,8.382801472619175
6,44562,8.440338471772131
6,44557,8.514045506893408
6,44563,8.141911825610029
6,44561,7.64204162279466
6,44559,7.819746372555224
6,44555,8.269685116889791
6,44564,6.820233255922674
6,44556,7.761100660739107
6,42976,7.040949073304393
6,47067,8.131651659912936
6,47110,8.77164165618603
6,47111,9.07905895148653
6,47112,8.53754770577758
6,47338,7.612574618551743
6,49096,8.653037512754551
6,49098,8.718324658050115
6,49100,8.716475704843914
6,49102,8.89781245539211
6,49104,7.693329452482981
6,49968,8.843635653986356
6,49969,9.035447159948935
6,49970,8.504692729355009
6,49971,9.323125810657398
6,49972,9.701380134003104
6,49973,9.22630493882344
6,49974,8.56004970373929
6,49975,8.909773224471467
6,50647,7.039276805556951
6,50648,7.598508595410141
6,50649,8.448932722838808
6,50650,7.762159300074125
6,50651,8.73379283513898
6,50652,7.689606839260184
6,52670,9.200065658665398
6,52671,8.493409509868426
6,52672,9.120500306345416
6,52673,9.238599019307191
6,52674,8.904743601684919
6,52675,9.063785399443892
6,52676,8.915460210652054
6,52677,9.214957237473385
6,52678,8.293014426152743
