Protein_ID,Molecule_ID,Ki
6,37,7.436904908307948
6,36,7.078291106971465
6,38,6.935121871738993
6,39,7.363616423880609
6,228,10.19418014669787
6,229,10.177912847248884
6,226,10.178498830921276
6,227,10.119904020398032
6,230,10.097691956841578
6,232,10.097144075409151
6,233,10.151992865557167
6,231,10.329359309614842
6,561,7.7933110014056615
6,563,8.092938594068007
6,562,7.865999665280927
6,568,8.2321640835487
6,564,8.238692608170059
6,569,8.000750365919506
6,565,7.858238968993426
6,560,7.984490592580966
6,567,8.343324507575952
6,566,7.8649048433121544
6,730,7.8390644336117274
6,731,7.87327320939688
6,733,7.2568227958942595
6,735,7.497044778549163
6,732,7.861239049440969
6,738,7.7475722776621785
6,736,7.724916668525146
6,741,8.077307372325468
6,744,7.7449874540371555
6,746,7.785074514914509
6,737,7.593602722537834
6,747,7.802260592489094
6,745,7.192027913831053
6,739,7.803229581173313
6,743,7.403038677070977
6,742,7.790147876870871
6,740,7.497695299961157
6,768,7.360928009495145
6,767,7.653984362849639
6,769,7.633866664815845
6,766,7.840652124574452
6,1507,9.23427237142131
6,1508,9.378717257482874
6,1502,8.900823301542703
6,1509,9.375998901446708
6,1510,9.332356553315483
6,1503,9.320442324214898
6,1505,9.232953695679804
6,1506,9.32173362676924
6,1504,10.014542993673068
6,1621,8.513488973940703
6,1618,8.167434048785047
6,1622,8.686273509863623
6,1620,8.74909321467365
6,1615,9.45567668903442
6,1616,9.485389493317046
6,1623,8.075798437486563
6,1614,8.683409241827947
6,1613,8.524854348421993
6,1617,9.600720769432495
6,1627,8.534628789316631
6,1619,9.009231762125475
6,1626,8.6476230465666
6,1625,9.40455338387887
6,1624,8.476341209963191
6,2261,8.012366051831549
6,2262,7.255149085842846
6,2263,8.067843045159714
6,2264,7.494414859883199
6,2265,7.745106839040624
6,2266,7.5667015165394975
6,2267,7.784984628398434
6,2268,8.20251537657244
6,2269,7.598013632479379
6,2418,9.895686230317652
6,2419,9.87043920369582
6,2420,9.772422938350315
6,2421,9.823495585406523
6,2422,9.763158108754014
6,2423,9.798110022476564
6,2424,9.960889039564293
6,2425,10.170757233237932
6,2548,7.024612075273193
6,2544,6.996432304932161
6,2545,6.5323297906609685
6,2550,6.8011826231532195
6,2547,6.750737503135377
6,2546,7.689164164407398
6,2549,6.852167955398048
6,2551,6.6567828916518375
6,2543,6.81463106697425
